timestamp,gpu_temp,resolution,percentage,actual_fps,gpu_load,cpu_load
1970-01-01 02:25:40.950,56.625,640,1.0,24.93,95.2,19.7
1970-01-01 02:25:41.457,56.906,640,1.0,24.61,88.7,19.2
1970-01-01 02:25:41.960,56.687,640,1.0,25.27,44.0,20.0
1970-01-01 02:25:42.466,56.875,640,1.0,23.08,43.7,19.2
1970-01-01 02:25:42.970,56.656,640,1.0,23.55,85.1,19.2
1970-01-01 02:25:43.476,56.812,640,1.0,23.71,74.6,19.7
1970-01-01 02:25:43.980,57.031,640,1.0,23.26,93.2,18.9
1970-01-01 02:25:44.486,56.875,640,1.0,22.89,92.8,19.2
1970-01-01 02:25:44.990,56.75,640,1.0,24.52,63.8,20.3
1970-01-01 02:25:45.496,56.718,640,1.0,23.87,84.6,19.5
1970-01-01 02:25:46.000,56.968,640,1.0,24.25,49.7,19.4
1970-01-01 02:25:46.506,56.906,640,1.0,24.91,54.9,18.7
1970-01-01 02:25:47.010,56.781,640,1.0,23.51,96.5,18.3
1970-01-01 02:25:47.516,56.906,640,1.0,23.29,90.0,17.8
1970-01-01 02:25:48.019,57.0,640,1.0,24.84,70.4,18.3
1970-01-01 02:25:48.525,56.562,640,1.0,23.28,74.5,18.5
1970-01-01 02:25:49.029,57.031,640,1.0,24.81,47.9,18.8
1970-01-01 02:25:49.535,56.875,640,1.0,24.00,89.7,18.6
1970-01-01 02:25:50.039,56.812,640,1.0,24.72,95.4,19.8
1970-01-01 02:25:50.545,56.656,640,1.0,23.58,66.0,19.8
1970-01-01 02:25:51.048,57.0,640,1.0,24.22,71.8,18.1
1970-01-01 02:25:51.554,56.75,640,1.0,24.41,68.5,18.7
1970-01-01 02:25:52.058,56.781,640,1.0,25.26,59.7,19.0
1970-01-01 02:25:52.563,56.75,640,1.0,23.90,89.7,18.5
1970-01-01 02:25:53.067,57.062,640,1.0,23.52,89.8,18.3
1970-01-01 02:25:53.573,56.656,640,1.0,24.23,54.3,19.2
1970-01-01 02:25:54.077,56.968,640,1.0,24.11,60.7,17.5
1970-01-01 02:25:54.581,56.625,640,1.0,24.66,68.3,17.8
1970-01-01 02:25:55.085,56.968,640,1.0,23.82,54.0,18.7
1970-01-01 02:25:55.593,56.718,640,1.0,23.72,86.6,19.7
1970-01-01 02:25:56.097,57.093,640,1.0,24.88,78.9,18.8
1970-01-01 02:25:56.603,56.843,640,1.0,24.04,91.2,18.4
1970-01-01 02:25:57.107,56.75,640,1.0,24.55,94.5,18.2
1970-01-01 02:25:57.613,56.718,640,1.0,24.53,76.1,17.7
1970-01-01 02:25:58.118,56.625,640,1.0,24.68,47.7,19.3
1970-01-01 02:25:58.625,56.593,640,1.0,24.33,54.8,18.2
1970-01-01 02:25:59.128,56.968,640,1.0,23.51,76.4,18.7
1970-01-01 02:25:59.634,56.718,640,1.0,23.48,66.7,18.6
1970-01-01 02:26:00.138,56.718,640,1.0,22.94,95.8,20.3
1970-01-01 02:26:00.644,56.875,640,1.0,23.34,97.8,19.4
1970-01-01 02:26:01.148,56.656,640,1.0,24.44,77.7,17.6
1970-01-01 02:26:01.654,56.625,640,1.0,23.21,88.3,18.3
1970-01-01 02:26:02.157,57.0,640,1.0,23.69,58.1,18.6
1970-01-01 02:26:02.663,56.781,640,1.0,24.40,57.6,18.5
1970-01-01 02:26:03.167,56.75,640,1.0,24.60,65.0,18.7
1970-01-01 02:26:03.673,56.687,640,1.0,24.47,47.9,19.8
1970-01-01 02:26:04.175,56.937,640,1.0,24.40,92.7,19.0
1970-01-01 02:26:04.682,56.843,640,1.0,23.56,87.7,21.0
1970-01-01 02:26:05.185,56.625,640,1.0,23.05,75.1,21.9
1970-01-01 02:26:05.692,56.531,640,1.0,24.52,72.5,18.7
1970-01-01 02:26:06.195,56.937,640,1.0,23.79,43.6,18.5
1970-01-01 02:26:06.702,56.687,640,1.0,23.18,48.2,20.0
1970-01-01 02:26:07.205,56.75,640,1.0,23.14,75.2,18.8
1970-01-01 02:26:07.711,56.843,640,1.0,23.91,92.9,18.2
1970-01-01 02:26:08.215,56.687,640,1.0,24.56,91.7,19.2
1970-01-01 02:26:08.721,56.531,640,1.0,23.80,45.1,19.8
1970-01-01 02:26:09.225,56.875,640,1.0,24.30,59.4,19.5
1970-01-01 02:26:09.731,56.812,640,1.0,24.02,67.1,19.9
1970-01-01 02:26:10.234,56.718,640,1.0,23.38,53.6,19.5
1970-01-01 02:26:10.738,56.687,640,1.0,24.32,88.7,19.1
1970-01-01 02:26:11.242,56.937,640,1.0,24.37,85.0,19.8
1970-01-01 02:26:11.748,56.781,640,1.0,24.40,75.4,18.9
1970-01-01 02:26:12.251,56.687,640,1.0,23.88,90.0,18.4
1970-01-01 02:26:12.757,56.593,640,1.0,24.76,53.3,19.6
1970-01-01 02:26:13.261,56.875,640,1.0,24.38,59.8,18.0
1970-01-01 02:26:13.767,56.718,640,1.0,24.33,87.8,19.5
1970-01-01 02:26:14.271,56.656,640,1.0,24.09,73.5,19.0
1970-01-01 02:26:14.777,56.906,640,1.0,24.24,88.5,21.1
1970-01-01 02:26:15.281,56.968,640,1.0,24.58,93.9,21.3
1970-01-01 02:26:15.789,56.562,640,1.0,24.37,60.2,20.4
1970-01-01 02:26:16.293,56.843,640,1.0,24.73,59.2,18.7
1970-01-01 02:26:16.799,56.593,640,1.0,24.64,65.1,19.6
1970-01-01 02:26:17.302,56.656,640,1.0,24.51,48.7,18.8
1970-01-01 02:26:17.808,56.781,640,1.0,23.77,91.6,19.2
1970-01-01 02:26:18.312,56.937,640,1.0,23.38,81.4,18.6
1970-01-01 02:26:18.818,56.531,640,1.0,24.55,67.2,20.5
1970-01-01 02:26:19.321,56.812,640,1.0,24.88,73.5,20.2
1970-01-01 02:26:19.836,56.781,640,1.0,24.34,78.0,20.3
1970-01-01 02:26:20.342,56.625,640,1.0,23.71,90.9,19.4
1970-01-01 02:26:20.847,56.718,640,1.0,24.38,54.3,19.4
1970-01-01 02:26:21.351,56.718,640,1.0,24.47,60.5,18.8
1970-01-01 02:26:21.857,57.156,640,1.0,24.45,90.7,18.1
1970-01-01 02:26:22.360,56.906,640,1.0,24.22,92.1,18.5
1970-01-01 02:26:22.867,56.656,640,1.0,24.93,70.3,18.6
1970-01-01 02:26:23.371,56.531,640,1.0,25.18,65.6,19.9
1970-01-01 02:26:23.877,56.687,640,1.0,24.48,69.8,18.7
1970-01-01 02:26:24.381,56.875,640,1.0,23.78,46.3,20.3
1970-01-01 02:26:24.886,56.937,640,1.0,24.85,86.5,19.6
1970-01-01 02:26:25.390,56.593,640,1.0,23.73,76.2,19.5
1970-01-01 02:26:25.896,56.625,640,1.0,24.19,84.8,18.0
1970-01-01 02:26:26.400,56.531,640,1.0,23.78,91.6,18.2
1970-01-01 02:26:26.906,56.968,640,1.0,24.67,53.2,17.7
1970-01-01 02:26:27.410,56.75,640,1.0,24.64,79.1,18.8
1970-01-01 02:26:27.916,56.625,640,1.0,24.36,61.1,19.6
1970-01-01 02:26:28.420,56.593,640,1.0,23.15,50.6,19.4
1970-01-01 02:26:28.926,56.687,640,1.0,24.44,95.2,19.3
1970-01-01 02:26:29.430,56.75,640,1.0,23.50,90.5,20.8
1970-01-01 02:26:29.937,56.968,640,1.0,24.82,45.6,19.7
1970-01-01 02:26:30.440,56.812,640,1.0,23.50,97.8,20.1
1970-01-01 02:26:30.947,56.718,640,1.0,24.21,91.7,19.3
1970-01-01 02:26:31.451,56.625,640,1.0,24.45,76.2,18.0
1970-01-01 02:26:31.957,56.531,640,1.0,23.87,89.1,17.5
1970-01-01 02:26:32.461,56.5,640,1.0,24.79,47.0,18.2
1970-01-01 02:26:32.967,56.937,640,1.0,23.86,62.9,18.0
1970-01-01 02:26:33.471,56.812,640,1.0,24.73,70.3,18.0
1970-01-01 02:26:33.978,56.656,640,1.0,23.86,55.3,18.8
1970-01-01 02:26:34.481,56.562,640,1.0,22.92,95.0,18.8
1970-01-01 02:26:34.985,56.968,640,1.0,23.85,77.7,18.6
1970-01-01 02:26:35.490,56.75,640,1.0,24.40,95.6,18.3
1970-01-01 02:26:35.996,56.687,640,1.0,24.76,96.2,19.0
1970-01-01 02:26:36.500,56.5,640,1.0,24.28,59.4,18.8
1970-01-01 02:26:37.006,56.656,640,1.0,24.26,59.3,19.2
1970-01-01 02:26:37.509,56.812,640,1.0,23.56,83.6,19.5
1970-01-01 02:26:38.015,56.968,640,1.0,24.33,78.1,19.6
1970-01-01 02:26:38.519,56.781,640,1.0,24.54,72.5,19.8
1970-01-01 02:26:39.025,56.625,640,1.0,24.65,61.4,20.4
1970-01-01 02:26:39.528,56.593,640,1.0,23.37,67.4,20.0
1970-01-01 02:26:40.035,56.968,640,1.0,25.27,72.6,20.0
1970-01-01 02:26:40.539,56.687,640,1.0,24.40,76.9,18.8
1970-01-01 02:26:41.046,56.937,640,1.0,23.23,51.0,18.3
1970-01-01 02:26:41.550,56.843,640,1.0,24.31,47.9,18.6
1970-01-01 02:26:42.056,56.656,640,1.0,24.55,91.2,19.2
1970-01-01 02:26:42.560,56.531,640,1.0,23.30,96.9,20.2
1970-01-01 02:26:43.066,56.843,640,1.0,24.52,58.6,19.4
1970-01-01 02:26:43.570,56.625,640,1.0,23.13,69.5,19.2
1970-01-01 02:26:44.077,56.812,640,1.0,24.35,49.0,18.4
1970-01-01 02:26:44.580,56.718,640,1.0,24.18,52.6,18.9
1970-01-01 02:26:45.087,56.625,640,1.0,24.10,84.4,18.7
1970-01-01 02:26:45.590,56.625,640,1.0,24.37,64.7,19.1
1970-01-01 02:26:46.096,56.906,640,1.0,24.89,91.0,19.6
1970-01-01 02:26:46.600,56.718,640,1.0,24.11,77.7,18.0
1970-01-01 02:26:47.106,56.656,640,1.0,24.45,91.3,18.9
1970-01-01 02:26:47.610,56.562,640,1.0,23.58,92.1,18.3
1970-01-01 02:26:48.117,56.562,640,1.0,24.56,58.7,19.4
1970-01-01 02:26:48.620,56.625,640,1.0,24.83,59.2,19.2
1970-01-01 02:26:49.126,56.906,640,1.0,23.33,55.9,19.5
1970-01-01 02:26:49.630,56.75,640,1.0,23.54,58.8,19.2
1970-01-01 02:26:50.136,56.625,640,1.0,24.19,92.0,18.6
1970-01-01 02:26:50.639,56.531,640,1.0,24.37,96.5,18.1
1970-01-01 02:26:51.146,56.843,640,1.0,24.27,60.7,18.4
1970-01-01 02:26:51.649,56.687,640,1.0,23.89,65.6,17.7
1970-01-01 02:26:52.155,56.531,640,1.0,24.00,51.0,19.2
1970-01-01 02:26:52.659,56.562,640,1.0,24.67,97.8,18.5
1970-01-01 02:26:53.165,56.718,640,1.0,23.34,79.3,18.8
1970-01-01 02:26:53.668,56.781,640,1.0,23.54,87.3,18.7
1970-01-01 02:26:54.174,56.843,640,1.0,24.39,95.1,18.8
1970-01-01 02:26:54.678,56.562,640,1.0,23.41,52.2,18.3
1970-01-01 02:26:55.184,56.625,640,1.0,23.48,49.7,18.5
1970-01-01 02:26:55.687,56.593,640,1.0,24.71,75.5,17.5
1970-01-01 02:26:56.193,56.906,640,1.0,24.47,79.3,19.1
1970-01-01 02:26:56.697,56.718,640,1.0,24.32,77.2,19.3
1970-01-01 02:26:57.203,56.562,640,1.0,23.23,87.5,18.5
1970-01-01 02:26:57.707,56.531,640,1.0,23.53,54.9,19.9
1970-01-01 02:26:58.213,56.718,640,1.0,23.59,67.1,19.8
1970-01-01 02:26:58.717,56.718,640,1.0,24.28,71.2,19.3
1970-01-01 02:26:59.222,56.937,640,1.0,24.12,54.2,19.6
1970-01-01 02:26:59.726,56.687,640,1.0,24.38,88.1,19.6
1970-01-01 02:27:00.232,56.718,640,1.0,23.58,93.0,19.0
1970-01-01 02:27:00.736,57.031,640,1.0,23.87,59.6,19.5
1970-01-01 02:27:01.242,56.781,640,1.0,23.27,51.7,18.9
1970-01-01 02:27:01.746,56.75,640,1.0,24.46,85.2,19.2
1970-01-01 02:27:02.253,56.687,640,1.0,24.69,73.8,17.9
1970-01-01 02:27:02.757,57.093,640,1.0,22.33,90.0,19.3
1970-01-01 02:27:03.263,56.625,640,1.0,24.62,69.0,19.3
1970-01-01 02:27:03.766,57.0,640,1.0,24.91,74.1,20.8
1970-01-01 02:27:04.273,56.812,640,1.0,24.99,64.7,20.3
1970-01-01 02:27:04.776,56.718,640,1.0,24.62,63.1,18.9
1970-01-01 02:27:05.282,56.656,640,1.0,25.36,95.7,20.2
1970-01-01 02:27:05.787,57.062,640,1.0,24.50,91.8,18.7
1970-01-01 02:27:06.293,56.531,640,1.0,24.97,49.5,19.1
1970-01-01 02:27:06.796,56.656,640,1.0,23.89,47.4,19.5
1970-01-01 02:27:07.302,56.781,640,1.0,23.26,91.0,20.0
1970-01-01 02:27:07.806,56.656,640,1.0,24.51,92.0,21.6
1970-01-01 02:27:08.313,56.593,640,1.0,24.52,59.7,19.6
1970-01-01 02:27:08.817,56.968,640,1.0,23.92,59.2,21.3
1970-01-01 02:27:09.324,56.75,640,1.0,23.05,82.7,19.6
1970-01-01 02:27:09.827,56.687,640,1.0,23.50,56.8,22.4
1970-01-01 02:27:10.334,56.75,640,1.0,24.74,95.8,19.5
1970-01-01 02:27:10.841,56.625,640,1.0,24.88,94.7,18.5
1970-01-01 02:27:11.347,56.75,640,1.0,24.03,45.7,18.9
1970-01-01 02:27:11.850,56.687,640,1.0,24.47,90.9,18.5
1970-01-01 02:27:12.356,56.656,640,1.0,24.54,91.5,19.6
1970-01-01 02:27:12.859,56.968,640,1.0,23.20,88.8,18.7
1970-01-01 02:27:13.366,56.75,640,1.0,23.55,88.0,20.1
1970-01-01 02:27:13.871,56.625,640,1.0,23.98,54.6,19.8
1970-01-01 02:27:14.377,56.75,640,1.0,24.67,46.7,19.4
1970-01-01 02:27:14.880,57.0,640,1.0,24.71,96.0,19.6
1970-01-01 02:27:15.387,56.687,640,1.0,24.76,80.9,18.7
1970-01-01 02:27:15.891,56.875,640,1.0,24.56,71.4,19.0
1970-01-01 02:27:16.398,56.656,640,1.0,24.97,72.7,18.5
1970-01-01 02:27:16.902,56.75,640,1.0,23.73,76.7,18.6
1970-01-01 02:27:17.408,56.781,640,1.0,23.55,89.0,19.5
1970-01-01 02:27:17.912,56.75,640,1.0,24.11,96.2,19.2
1970-01-01 02:27:18.418,56.5,640,1.0,23.39,57.2,19.6
1970-01-01 02:27:18.922,56.968,640,1.0,25.03,47.4,20.0
1970-01-01 02:27:19.428,56.75,640,1.0,23.89,95.4,20.9
1970-01-01 02:27:19.932,56.656,640,1.0,24.26,87.3,19.6
1970-01-01 02:27:20.438,56.687,640,1.0,24.41,74.2,18.9
1970-01-01 02:27:20.942,56.906,640,1.0,24.73,88.6,18.0
1970-01-01 02:27:21.448,56.5,640,1.0,23.88,59.0,19.8
1970-01-01 02:27:21.952,56.937,640,1.0,23.49,52.1,19.0
1970-01-01 02:27:22.459,56.781,640,1.0,24.47,83.8,19.6
1970-01-01 02:27:22.963,56.656,640,1.0,23.72,75.7,19.1
1970-01-01 02:27:23.469,56.75,640,1.0,24.13,89.0,19.0
1970-01-01 02:27:23.973,56.937,640,1.0,23.18,88.1,18.9
1970-01-01 02:27:24.480,56.562,640,1.0,23.57,69.6,18.8
1970-01-01 02:27:24.984,56.781,640,1.0,24.55,94.0,18.5
1970-01-01 02:27:25.490,56.625,640,1.0,24.09,60.1,17.1
1970-01-01 02:27:25.994,56.531,640,1.0,23.71,82.0,18.2
1970-01-01 02:27:26.500,56.718,640,1.0,24.54,50.8,18.2
1970-01-01 02:27:27.004,56.812,640,1.0,24.45,52.6,19.1
1970-01-01 02:27:27.511,56.562,640,1.0,23.03,64.7,18.5
1970-01-01 02:27:28.015,56.781,640,1.0,23.66,86.9,18.1
1970-01-01 02:27:28.522,57.062,640,1.0,23.79,73.7,19.0
1970-01-01 02:27:29.026,56.656,640,1.0,24.21,95.4,18.9
1970-01-01 02:27:29.532,56.718,640,1.0,23.61,88.7,18.2
1970-01-01 02:27:30.036,56.593,640,1.0,24.11,58.5,20.0
1970-01-01 02:27:30.542,56.968,640,1.0,24.31,62.5,17.6
1970-01-01 02:27:31.045,56.875,640,1.0,23.92,65.7,19.1
1970-01-01 02:27:31.551,56.75,640,1.0,24.58,53.6,18.0
1970-01-01 02:27:32.055,56.656,640,1.0,23.39,97.9,19.3
1970-01-01 02:27:32.561,57.031,640,1.0,23.65,80.3,18.2
1970-01-01 02:27:33.065,56.843,640,1.0,24.13,82.1,18.0
1970-01-01 02:27:33.572,56.875,640,1.0,23.55,86.9,19.2
1970-01-01 02:27:34.076,56.687,640,1.0,23.75,70.0,18.7
1970-01-01 02:27:34.582,56.593,640,1.0,24.04,74.3,19.0
1970-01-01 02:27:35.087,56.531,640,1.0,23.77,54.4,19.5
1970-01-01 02:27:35.593,56.718,640,1.0,23.51,97.0,18.8
1970-01-01 02:27:36.097,56.593,640,1.0,23.97,83.4,18.5
1970-01-01 02:27:36.603,57.031,640,1.0,24.38,88.4,18.0
1970-01-01 02:27:37.107,56.781,640,1.0,23.35,92.4,18.4
1970-01-01 02:27:37.614,56.593,640,1.0,23.40,64.0,20.0
1970-01-01 02:27:38.118,56.5,640,1.0,23.52,70.6,19.7
1970-01-01 02:27:38.624,56.625,640,1.0,23.81,55.5,19.8
1970-01-01 02:27:39.127,56.593,640,1.0,24.29,66.9,17.4
1970-01-01 02:27:39.633,56.968,640,1.0,23.17,56.6,18.8
1970-01-01 02:27:40.137,56.656,640,1.0,24.64,56.5,19.2
1970-01-01 02:27:40.643,56.625,640,1.0,24.66,91.3,18.3
1970-01-01 02:27:41.146,56.562,640,1.0,23.40,89.0,18.4
1970-01-01 02:27:41.653,56.875,640,1.0,23.30,43.6,19.8
1970-01-01 02:27:42.156,56.75,640,1.0,23.64,61.4,19.4
1970-01-01 02:27:42.662,56.687,640,1.0,23.58,88.3,19.9
1970-01-01 02:27:43.166,56.562,640,1.0,23.66,86.3,20.4
1970-01-01 02:27:43.671,56.687,640,1.0,23.39,57.3,21.5
1970-01-01 02:27:44.175,56.718,640,1.0,23.37,55.1,19.9
1970-01-01 02:27:44.681,56.906,640,1.0,23.71,88.4,18.0
1970-01-01 02:27:45.184,56.593,640,1.0,23.04,55.9,19.2
1970-01-01 02:27:45.691,56.781,640,1.0,24.73,91.2,18.3
1970-01-01 02:27:46.195,56.562,640,1.0,23.67,60.0,18.3
1970-01-01 02:27:46.703,56.781,640,1.0,23.74,70.7,18.8
1970-01-01 02:27:47.207,56.718,640,1.0,23.83,48.1,17.6
1970-01-01 02:27:47.713,56.906,640,1.0,23.01,58.3,18.2
1970-01-01 02:27:48.217,56.687,640,1.0,24.51,45.5,18.6
1970-01-01 02:27:48.723,56.625,640,1.0,22.96,58.9,20.6
1970-01-01 02:27:49.227,56.656,640,1.0,23.16,70.5,18.2
1970-01-01 02:27:49.733,56.687,640,1.0,24.66,73.8,18.1
1970-01-01 02:27:50.236,56.656,640,1.0,24.53,85.0,18.2
1970-01-01 02:27:50.743,56.875,640,1.0,24.83,94.2,18.5
1970-01-01 02:27:51.246,56.5,640,1.0,24.84,51.8,18.9
1970-01-01 02:27:51.753,56.531,640,1.0,24.57,80.3,19.6
1970-01-01 02:27:52.257,56.625,640,1.0,24.85,62.6,19.7
1970-01-01 02:27:52.763,56.968,640,1.0,25.37,96.1,19.7
1970-01-01 02:27:53.267,56.781,640,1.0,24.36,89.9,19.5
1970-01-01 02:27:53.773,56.875,640,1.0,23.74,62.0,19.0
1970-01-01 02:27:54.277,56.5,640,1.0,24.16,75.6,18.0
1970-01-01 02:27:54.784,56.531,640,1.0,23.56,42.8,17.3
1970-01-01 02:27:55.288,56.593,640,1.0,24.59,46.5,18.4
1970-01-01 02:27:55.794,56.875,640,1.0,24.94,83.1,17.7
1970-01-01 02:27:56.299,56.718,640,1.0,24.82,72.7,18.5
1970-01-01 02:27:56.805,56.875,640,1.0,24.45,88.0,20.0
1970-01-01 02:27:57.308,56.75,640,1.0,23.20,84.4,19.5
1970-01-01 02:27:57.814,56.531,640,1.0,23.93,44.2,21.1
1970-01-01 02:27:58.318,56.593,640,1.0,23.80,60.7,21.0
1970-01-01 02:27:58.824,56.968,640,1.0,24.19,82.0,20.0
1970-01-01 02:27:59.328,56.625,640,1.0,21.68,85.1,19.1
1970-01-01 02:27:59.834,56.593,640,1.0,22.94,75.0,17.3
1970-01-01 02:28:00.340,56.593,640,1.0,24.78,45.9,17.8
1970-01-01 02:28:00.847,56.531,640,1.0,24.39,45.0,18.6
1970-01-01 02:28:01.351,56.625,640,1.0,23.70,86.1,18.7
1970-01-01 02:28:01.857,56.625,640,1.0,23.32,70.3,20.2
1970-01-01 02:28:02.361,57.125,640,1.0,24.89,80.7,20.0
1970-01-01 02:28:02.867,56.875,640,1.0,24.00,70.4,19.6
1970-01-01 02:28:03.371,56.625,640,1.0,24.80,86.2,18.2
1970-01-01 02:28:03.877,56.531,640,1.0,24.59,60.5,18.8
1970-01-01 02:28:04.380,56.968,640,1.0,24.73,68.7,18.6
1970-01-01 02:28:04.883,56.812,640,1.0,24.46,67.9,18.6
1970-01-01 02:28:05.387,56.593,640,1.0,24.58,76.8,18.4
1970-01-01 02:28:05.893,56.843,640,1.0,23.48,66.9,19.8
1970-01-01 02:28:06.398,56.968,640,1.0,24.09,86.1,19.0
1970-01-01 02:28:06.903,56.812,640,1.0,23.74,87.7,19.6
1970-01-01 02:28:07.407,56.656,640,1.0,22.81,49.2,18.7
1970-01-01 02:28:07.913,56.718,640,1.0,23.11,46.2,20.5
1970-01-01 02:28:08.416,57.062,640,1.0,23.18,80.7,19.8
1970-01-01 02:28:08.922,56.906,640,1.0,23.40,90.1,18.7
1970-01-01 02:28:09.426,56.781,640,1.0,24.34,88.5,18.7
1970-01-01 02:28:09.932,56.718,640,1.0,24.63,60.5,19.8
1970-01-01 02:28:10.436,57.062,640,1.0,24.70,78.6,20.1
1970-01-01 02:28:10.942,56.718,640,1.0,24.11,52.4,21.1
1970-01-01 02:28:11.446,57.093,640,1.0,24.10,53.8,18.9
1970-01-01 02:28:11.953,56.906,640,1.0,23.32,96.4,19.9
1970-01-01 02:28:12.456,56.75,640,1.0,23.10,82.6,20.1
1970-01-01 02:28:12.963,56.625,640,1.0,24.32,86.9,20.3
1970-01-01 02:28:13.467,57.0,640,1.0,24.61,95.3,19.2
1970-01-01 02:28:13.974,56.562,640,1.0,24.75,49.1,18.7
1970-01-01 02:28:14.477,56.937,640,1.0,24.76,54.9,17.3
1970-01-01 02:28:14.983,56.812,640,1.0,23.87,79.3,18.8
1970-01-01 02:28:15.488,56.687,640,1.0,25.18,89.7,18.5
1970-01-01 02:28:15.993,56.687,640,1.0,24.71,71.6,19.1
1970-01-01 02:28:16.497,57.0,640,1.0,23.65,71.6,19.7
1970-01-01 02:28:17.003,56.625,640,1.0,24.60,78.8,19.5
1970-01-01 02:28:17.507,56.687,640,1.0,24.80,71.8,20.8
1970-01-01 02:28:18.014,56.812,640,1.0,25.09,75.2,21.3
1970-01-01 02:28:18.517,56.625,640,1.0,24.14,63.4,19.5
1970-01-01 02:28:19.023,56.625,640,1.0,24.82,66.6,20.0
1970-01-01 02:28:19.527,57.0,640,1.0,24.97,64.2,19.4
1970-01-01 02:28:20.035,56.531,640,1.0,23.60,56.8,18.9
1970-01-01 02:28:20.539,57.031,640,1.0,24.38,79.5,19.2
1970-01-01 02:28:21.043,56.718,640,1.0,24.60,81.3,19.5
1970-01-01 02:28:21.547,57.0,640,1.0,24.70,83.6,19.0
1970-01-01 02:28:22.054,56.562,640,1.0,24.59,77.9,19.6
1970-01-01 02:28:22.557,56.937,640,1.0,24.57,48.3,20.1
1970-01-01 02:28:23.063,56.843,640,1.0,25.01,56.6,20.3
1970-01-01 02:28:23.567,56.781,640,1.0,24.83,92.0,19.8
1970-01-01 02:28:24.073,56.5,640,1.0,23.57,90.3,19.4
1970-01-01 02:28:24.576,56.875,640,1.0,24.00,61.1,18.8
1970-01-01 02:28:25.082,56.625,640,1.0,23.87,46.7,19.4
1970-01-01 02:28:25.586,56.625,640,1.0,24.33,84.5,19.0
1970-01-01 02:28:26.092,56.781,640,1.0,24.91,85.9,19.4
1970-01-01 02:28:26.595,56.968,640,1.0,23.86,71.4,19.7
1970-01-01 02:28:27.101,56.531,640,1.0,23.48,48.2,19.1
1970-01-01 02:28:27.605,56.875,640,1.0,23.68,44.3,21.4
1970-01-01 02:28:28.111,56.843,640,1.0,24.04,97.3,20.4
1970-01-01 02:28:28.614,56.656,640,1.0,24.53,92.3,19.8
1970-01-01 02:28:29.121,56.625,640,1.0,24.22,76.9,19.5
1970-01-01 02:28:29.625,56.937,640,1.0,24.88,85.5,18.8
1970-01-01 02:28:30.132,56.562,640,1.0,23.82,45.8,18.9
1970-01-01 02:28:30.636,56.937,640,1.0,23.70,48.8,19.2
1970-01-01 02:28:31.142,56.781,640,1.0,23.28,89.2,19.3
1970-01-01 02:28:31.645,56.75,640,1.0,24.86,89.9,19.5
1970-01-01 02:28:32.151,56.5,640,1.0,24.81,68.3,19.8
1970-01-01 02:28:32.655,56.812,640,1.0,24.71,70.6,20.6
1970-01-01 02:28:33.161,56.812,640,1.0,24.88,54.5,19.5
1970-01-01 02:28:33.664,56.625,640,1.0,23.62,43.1,19.3
1970-01-01 02:28:34.170,56.593,640,1.0,23.88,88.2,19.0
1970-01-01 02:28:34.674,56.968,640,1.0,23.82,88.3,18.8
1970-01-01 02:28:35.180,56.562,640,1.0,23.49,86.1,18.7
1970-01-01 02:28:35.684,56.781,640,1.0,24.11,84.1,19.6
1970-01-01 02:28:36.190,56.718,640,1.0,23.62,43.2,19.4
1970-01-01 02:28:36.694,56.625,640,1.0,24.60,49.1,19.6
1970-01-01 02:28:37.199,56.562,640,1.0,24.57,92.6,20.0
1970-01-01 02:28:37.703,56.906,640,1.0,24.65,86.2,20.5
1970-01-01 02:28:38.209,56.75,640,1.0,24.39,81.7,19.6
1970-01-01 02:28:38.713,56.562,640,1.0,23.50,47.0,19.5
1970-01-01 02:28:39.219,56.562,640,1.0,24.54,51.1,19.0
1970-01-01 02:28:39.723,56.937,640,1.0,24.13,95.2,18.6
1970-01-01 02:28:40.229,56.562,640,1.0,24.05,94.6,19.0
1970-01-01 02:28:40.733,56.75,640,1.0,23.98,48.2,18.8
1970-01-01 02:28:41.239,56.843,640,1.0,23.53,44.5,20.3
1970-01-01 02:28:41.743,56.656,640,1.0,23.54,80.7,20.4
1970-01-01 02:28:42.249,56.593,640,1.0,23.80,66.5,20.5
1970-01-01 02:28:42.752,56.906,640,1.0,24.81,87.5,20.6
1970-01-01 02:28:43.258,56.687,640,1.0,23.65,87.9,19.5
1970-01-01 02:28:43.762,56.5,640,1.0,23.86,55.9,18.8
1970-01-01 02:28:44.267,56.531,640,1.0,23.60,58.1,19.6
1970-01-01 02:28:44.771,56.968,640,1.0,24.55,78.4,19.0
1970-01-01 02:28:45.277,56.687,640,1.0,24.56,62.4,19.6
1970-01-01 02:28:45.781,56.625,640,1.0,24.13,96.9,19.7
1970-01-01 02:28:46.287,56.718,640,1.0,24.39,92.4,18.6
1970-01-01 02:28:46.790,56.875,640,1.0,23.71,67.2,19.3
1970-01-01 02:28:47.297,56.625,640,1.0,24.58,74.2,19.2
1970-01-01 02:28:47.800,56.968,640,1.0,24.52,72.6,19.5
1970-01-01 02:28:48.307,56.625,640,1.0,24.60,56.4,18.8
1970-01-01 02:28:48.811,56.687,640,1.0,24.42,89.8,19.4
1970-01-01 02:28:49.318,56.593,640,1.0,23.40,44.0,17.2
1970-01-01 02:28:49.822,56.687,640,1.0,24.55,50.3,19.6
1970-01-01 02:28:50.327,57.125,640,1.0,24.38,90.4,19.8
1970-01-01 02:28:50.831,56.937,640,1.0,24.21,78.2,18.5
