timestamp,gpu_temperature,resolution,fps,gpu_load,cpu_load
2026-02-04 18:52:08.926,52.875,320,26.13,44.0,25.6
2026-02-04 18:52:09.430,52.781,320,25.66,56.9,21.1
2026-02-04 18:52:09.937,52.906,320,26.86,48.7,16.8
2026-02-04 18:52:10.441,53.031,320,26.39,81.7,22.1
2026-02-04 18:52:10.947,53.125,320,27.23,73.7,17.2
2026-02-04 18:52:11.452,53.062,320,27.20,60.6,16.4
2026-02-04 18:52:11.959,53.093,320,26.37,75.2,21.2
2026-02-04 18:52:12.463,53.031,320,25.52,48.5,18.6
2026-02-04 18:52:12.970,52.937,320,26.14,76.4,27.0
2026-02-04 18:52:13.474,52.937,320,26.46,53.2,17.4
2026-02-04 18:52:13.980,52.875,320,26.40,62.0,18.9
2026-02-04 18:52:14.485,52.937,320,26.73,44.3,18.2
2026-02-04 18:52:14.992,53.156,320,27.42,66.5,15.9
2026-02-04 18:52:15.496,52.968,320,27.35,56.1,16.0
2026-02-04 18:52:16.002,52.906,320,26.08,75.7,16.7
2026-02-04 18:52:16.506,52.906,320,26.44,47.6,16.0
2026-02-04 18:52:17.012,52.906,320,26.48,64.5,16.3
2026-02-04 18:52:17.516,52.875,320,25.79,46.5,15.5
2026-02-04 18:52:18.023,53.093,320,26.84,78.8,15.5
2026-02-04 18:52:18.527,53.062,320,26.60,62.9,17.0
2026-02-04 18:52:19.034,53.062,320,26.30,77.0,16.9
2026-02-04 18:52:19.538,52.781,320,27.29,53.4,16.1
2026-02-04 18:52:20.044,52.937,320,27.03,74.4,17.3
2026-02-04 18:52:20.548,53.031,320,27.39,45.0,18.0
2026-02-04 18:52:21.055,53.156,320,26.60,66.9,23.9
2026-02-04 18:52:21.559,53.156,320,27.06,61.6,49.4
2026-02-04 18:52:22.065,53.281,320,24.89,70.3,34.9
2026-02-04 18:52:22.569,53.125,320,18.96,77.8,30.4
2026-02-04 18:52:23.075,53.031,320,25.92,78.5,20.1
2026-02-04 18:52:23.579,53.562,320,26.05,67.2,18.3
2026-02-04 18:52:24.085,53.25,320,26.63,78.1,19.8
2026-02-04 18:52:24.589,53.218,320,26.28,78.4,19.3
2026-02-04 18:52:25.096,53.281,320,25.42,60.1,18.8
2026-02-04 18:52:25.600,53.093,320,25.35,55.2,18.3
2026-02-04 18:52:26.106,53.093,320,26.42,83.6,18.5
2026-02-04 18:52:26.610,53.468,320,25.96,75.1,17.7
2026-02-04 18:52:27.116,53.125,320,26.79,73.4,18.2
2026-02-04 18:52:27.620,53.218,320,25.72,75.4,18.1
2026-02-04 18:52:28.127,53.281,320,26.02,69.3,19.7
2026-02-04 18:52:28.631,53.062,320,26.07,53.4,19.0
2026-02-04 18:52:29.137,53.093,320,26.98,55.5,18.5
2026-02-04 18:52:29.641,53.406,320,24.87,53.6,19.1
2026-02-04 18:52:30.147,53.218,320,26.06,79.6,19.5
2026-02-04 18:52:30.650,53.093,320,24.39,60.6,21.5
2026-02-04 18:52:31.157,53.0,320,26.30,55.0,19.4
2026-02-04 18:52:31.661,53.468,320,25.88,68.5,20.0
2026-02-04 18:52:32.167,53.0,320,26.70,62.9,18.8
2026-02-04 18:52:32.671,53.437,320,24.84,56.5,18.1
2026-02-04 18:52:33.178,53.156,320,25.51,84.3,17.3
2026-02-04 18:52:33.682,53.125,320,26.30,69.3,18.5
2026-02-04 18:52:34.188,53.031,320,25.36,63.7,18.2
2026-02-04 18:52:34.692,53.406,320,26.53,56.8,20.1
2026-02-04 18:52:35.199,53.0,320,26.10,53.0,19.3
2026-02-04 18:52:35.703,53.375,320,26.64,54.5,19.0
2026-02-04 18:52:36.210,53.187,320,27.28,74.0,20.2
2026-02-04 18:52:36.713,53.062,320,26.50,72.7,18.9
2026-02-04 18:52:37.220,53.156,320,26.02,76.4,19.2
2026-02-04 18:52:37.725,53.093,320,26.71,51.2,19.8
2026-02-04 18:52:38.231,53.156,320,26.64,64.0,17.4
2026-02-04 18:52:38.735,53.375,320,26.84,56.6,19.6
2026-02-04 18:52:39.241,53.093,320,26.38,79.0,18.5
2026-02-04 18:52:39.745,53.062,320,25.26,68.7,18.9
2026-02-04 18:52:40.251,53.093,320,24.73,64.0,18.9
2026-02-04 18:52:40.755,53.093,320,25.88,80.2,20.0
2026-02-04 18:52:41.261,53.156,320,25.71,69.8,20.7
2026-02-04 18:52:41.764,53.375,320,26.57,82.9,19.0
2026-02-04 18:52:42.271,53.25,320,26.81,64.9,19.9
2026-02-04 18:52:42.775,53.062,320,25.07,61.1,19.9
2026-02-04 18:52:43.281,53.218,320,25.80,73.2,20.2
2026-02-04 18:52:43.784,53.343,320,27.44,66.0,19.7
2026-02-04 18:52:44.292,53.062,320,25.97,58.3,19.2
2026-02-04 18:52:44.796,53.281,320,25.64,62.7,18.6
2026-02-04 18:52:45.302,53.187,320,27.16,75.5,19.0
2026-02-04 18:52:45.806,53.093,320,24.86,73.5,18.8
2026-02-04 18:52:46.311,53.031,320,26.88,76.0,20.6
2026-02-04 18:52:46.815,53.406,320,25.55,64.2,18.8
2026-02-04 18:52:47.322,53.156,320,26.18,75.3,19.4
2026-02-04 18:52:47.825,53.406,320,26.26,55.4,21.3
2026-02-04 18:52:48.331,53.218,320,26.58,60.7,20.2
2026-02-04 18:52:48.835,53.187,320,25.84,73.5,19.1
2026-02-04 18:52:49.342,53.125,320,26.62,79.5,18.4
2026-02-04 18:52:49.846,53.375,320,26.94,83.7,17.7
2026-02-04 18:52:50.352,53.593,320,24.98,66.1,17.2
2026-02-04 18:52:50.858,53.343,320,25.85,63.7,18.3
2026-02-04 18:52:51.362,53.218,320,26.07,67.1,20.7
2026-02-04 18:52:51.866,53.187,320,26.63,54.7,19.3
2026-02-04 18:52:52.373,53.656,320,26.65,55.6,19.3
2026-02-04 18:52:52.876,53.406,320,24.45,56.4,19.2
2026-02-04 18:52:53.383,53.593,320,26.57,56.2,20.8
2026-02-04 18:52:53.887,53.25,320,26.28,72.5,19.9
2026-02-04 18:52:54.394,53.25,320,26.89,71.1,19.1
2026-02-04 18:52:54.897,53.218,320,27.13,70.2,18.6
2026-02-04 18:52:55.403,53.687,320,27.12,58.5,19.2
2026-02-04 18:52:55.907,53.375,320,25.28,68.5,18.3
2026-02-04 18:52:56.411,53.375,320,26.86,74.5,19.7
2026-02-04 18:52:56.915,53.312,320,26.89,73.6,18.2
2026-02-04 18:52:57.421,53.687,320,24.82,57.6,19.5
2026-02-04 18:52:57.924,53.437,320,25.96,61.9,20.0
2026-02-04 18:52:58.430,53.312,320,26.00,59.8,18.2
2026-02-04 18:52:58.935,53.25,320,25.93,71.6,19.9
2026-02-04 18:52:59.442,53.25,320,27.12,74.8,19.0
2026-02-04 18:52:59.947,53.25,320,26.83,75.5,19.3
2026-02-04 18:53:00.453,53.687,320,26.31,58.3,19.0
2026-02-04 18:53:00.957,53.437,320,26.41,61.1,18.9
2026-02-04 18:53:01.463,53.656,320,26.12,59.7,18.8
2026-02-04 18:53:01.967,53.25,320,26.34,72.5,17.6
2026-02-04 18:53:02.475,53.25,320,26.72,71.5,19.0
2026-02-04 18:53:02.979,53.343,320,26.93,56.8,18.1
2026-02-04 18:53:03.486,53.437,320,25.70,73.7,19.7
2026-02-04 18:53:03.989,53.281,320,24.51,54.7,18.8
2026-02-04 18:53:04.496,53.687,320,26.66,70.5,18.0
2026-02-04 18:53:05.000,53.531,320,26.65,56.8,19.4
2026-02-04 18:53:05.506,53.375,320,26.16,54.2,19.7
